P1,P2,P3,P4,P5,P6,K1,P7,P8,P9,P10,P11,P12,K2,Output,COM turn?,Points after move,Points gained,Link
1,0,2,0,0,0,23,0,4,2,9,0,6,1,3,TRUE,28,5,
0,0,2,9,0,6,1,1,0,0,1,0,0,28,3,FALSE,1,0,
1,0,0,1,0,0,28,0,0,0,10,1,6,1,1,TRUE,30,2,
0,0,0,10,0,6,1,0,0,0,1,0,0,30,4,FALSE,4,3,
1,1,1,2,1,0,30,0,0,0,0,1,7,4,5,TRUE,30,0,
0,0,0,0,1,7,4,1,1,1,2,0,1,30,5,FALSE,4,0,
1,1,1,2,0,1,30,0,0,0,0,0,8,4,6,TRUE,31,1,
1,1,1,2,0,0,31,0,0,0,0,0,8,4,1,TRUE,31,0,
0,0,0,0,0,8,4,0,2,1,2,0,0,31,6,FALSE,7,3,
,,,,,,7,,,,,,,,,FALSE,,,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
,,,,,,,,,,,,,,,FALSE,,0,
